produto,avaliacoes
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Very comfortable controller
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"I bought this to replace the ps4 controller I use on PC. It was on sale, so I figured why not. It feels very nice, works great on PC, and the color is unique. I can't attest to it's function on a ps5 just yet, but I'm sure it works just fine, it is official."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Analog drifts heavily to the side
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"Only 1 month before major issues arose, and Playstation isn't helping. Recommend to buy directly from the manufacturer."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Good buy 👍
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,I like it very much 😊
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Perfect
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Just as described
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Great gift
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Great gift
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,It’s trash! Broke after a week waste my money
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Wasted my money
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,3rd gen PS5 controller???
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,This controller has different borders in it than previously made PS5 controllers. EXTREME RATE upgrades aren't compatible so a gave it away.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,All perfect.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,All perfect.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,nice color and was on sale
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,nice price for this color but the shipping was too slow.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Great Colored DualSense Wireless Controller...
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"Great Sony Colored DualSense Wireless Controller...  It looks almost Carolina blue, so its definitely a good fit.  Works fantastic, no problems so far."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Works great
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,And the color is on point
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Broken within a month
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Just mild gameplay and the left joystick already doesn’t function properly. Now it always drags to the left making this $80 piece of crap basically worthless. I guess you should only buy from the PlayStation store.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Love the color
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Love it
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Same Sony quality with bold raspberry color
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"Nuf said, same quality different color."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Best color combo
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,It makes for a great addition to the PS5
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Works great
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"Works as designed, It's OE and love the camo"
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Does not last
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,The right joystick starts to drift on all my controllers. Lifespan is quite short.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Custom color PS5 controller Yay!!!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,It is a PS5 controller. I personally connected to my PC and use 3rd party software to play driving or flying games wirelessly on my PC. I love that touchpad and the color is a little darker than I expected but loves it either way.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Great Sleek Design
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Not many like Sony made electronics
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"Sony continues to show why they are tops in the controller quality game, love the camo design as well."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Black is the way to go
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Analog sticks crap out
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"We've had to get 3 controllers in less than a year, all having the same issue. Controller works for a few months (or less) and then the analog sticks stop responding/working and there is constant stick drift. Beyond frustrating."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Joystick drift after a few weeks
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"I’m a dad in my 30s that works full time, I don’t get to play my PS5 all that often so I expect the controllers to last a long time. I had probably used this controller enough to need to charge it maybe 5-6 times before the left joystick started to drift. My original controller works just fine still, so it’s upsetting to see this fail in just a few hours of use."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,I needed a second controller for pc
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,I got this for 49.99 to use as PC and playstation controller. Works good don't know if batter life is long because I just leave it plugged in. Worked on windows 11 fine.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,2 months in and left joystick broken. Hopefully return and exchanges are nice to me. Wish me luck.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,controller
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,everything great.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Controller was legit brand new and good looking too
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Love the packaging
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Love the color and the controller works hreat
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Works great loving it better than the default color 👌
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Good product
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Good product
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,nice
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,nice and new
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Great controller
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Awesome controller for a awesome system
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Stick drift
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"After 2 months, has stick drift.  Poor quality."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Just as bad as everything else
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Poor battery life and the controller developed drift within a year of use. Both the original and store-bought.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Awesome controller!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,I wanted to post this review for those who are worried about purchasing this controller on Amazon and not getting the updated version with the “A” serial number. It may not be important but it’s the preference of the controller that i wanted. Mine came with the newer serial number in Cosmic Red so it’s safe to assume that these PS5 controllers are the latest version.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Smoooth as silk on the gameplay. Keeps a decent charge as well
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,I love how this thing is so smooth when you’re playing the game I’ve been able to make shots and I never thought I could make it not to mention it keeps a very good charge and it looks slick. So you get it all
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Pink for the grandaughter
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Nice game controller.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,break easy
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,they get stick drift way to easily despite the ridiculous high price
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,A+
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,A+
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Works as intended.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"It works, looks kinda cool, that's about it."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Sturdy
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,works well
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"had controller not that long and batery charging port broke ,"
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,theres nothing wrong with controller i check batery and replaced with another controller batery and worked find i changed cord charged controller to. So  its port its self it wont chrage.  im glad i bought this on black friday deal not full price . Sony your ps4 controler is tougher than your ps5 controllers.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Play station 5 controller
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"Works great! I love the black controller, it looks clean and sleek."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Great service
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Came in perfect
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Nice
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Mint an dope
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Awesome!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Works better than original ps5 controller that's for sure!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Quality and design
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"Smooth, seamless, quality, durability those are just a few words to explain how great this gaming controller for the ps5 works its my fav controller"
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Got it for my nephews
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Works great and the kids were super happy to have the extra controller.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,No bubble wrap included
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"Item is good, but there's no bubble wrap included which is disappointing cause it would be damage through shipping but hopefully it all goes well"
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Left stick stopped working less than a year. You can’t make this up.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,I’m tired of buying controllers that break in less than a year. It’s infuriating.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Love It !!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"I love my new PS5 controller. So happy I purchased from Amazon, Thank You ."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Great controller
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"Love the color, great controller."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Pretty and Pink!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Excellent controller. I can use this for hours without it hurting my hands. It doesn’t seem as slippery as the white one that comes with the PS5. I have joint damage in my hands from RA. I’ve had 2 hand surgeries and this controller is perfect!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Perfect condition. No issues whatsoever.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,They had the color that I wanted: Nova Pink. And it arrived in perfect condition.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Best features in controller
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"I having owned or even used a PlayStation system since the PS2 so I was looking forward to getting back into that ecosystem. I love the innovation in these Dual Sense PS5 controllers and it actually feels great in hand but I still prefer the Xbox controller layout and feel. Plus, there is no faster option to recharge batteries than to swap in fresh ones, preferably rechargeable batteries. When the Dual Sense batteries are worn out, it's over and these controllers are about $70US today, in 2023 so just imagine the price in a few years cause you're going to get at least a few years out of them. By the way, battery life is already kinda lean. But the controllers absolutely are different and ""next gen"" even if the features are a bit gimmicky, I'll take that kinda of innovation/ gimmick for the price of these especially after being away from PlayStation for over a decade."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,the new ...1A version
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Great controller
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Great quality and fast shipping. Thank you!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Stick drift
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"The color is cool and the feel is nice, but the left stick developed drift within a few months. The same thing happened with the one that came with the PS5 system though it took a little longer with that one. It makes it really obnoxious during gaming, and more so to need to spend so much for a new controller a few times a year instead of Sony fixing the issue."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Looks great
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Don't know what to say but wanted to show my appreciation for how rad this controller is
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Analog stick jam
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"I hate these controllers with a passion, my 4th controller and I can’t play Madden without the user moving by himself because the analog stick is jammed"
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Faulty / Outdated Controller
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"The issue is ""stick drift"" on the left joy stick.  It's common for these controllers, but there is no fix for the consumer.  I have tried every self help trick available with no fix. Oh one more thing.  Sony Playstation told me that this specific controller is out of warranty (12 months) even though I purchased it in November.  So the retailer is selling older models of the controller that, if needed, cannot be warranty serviced by Sony."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Crip blue
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"Big steppin blue is the best color, very nice"
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Original
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Exactly what I needed to match my all black PS5.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Nice!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"Game controller has a lot of haptic feed back.  I like the ergonomics and with a silicone sleeve on it, this thing rocks."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,broken after 2 months
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"so I'm a person who travels around a lot, I got a Steam Deck. A PS5 controller and a Steam Deck sounds like a Match made in heaven, right? WRONG, this thing lasted all of 2 months traveling around with me before breaking a week ago from when I'm writing this. the down D-Pad no longer works and without that button I now have to play games like Spider-Man without taking any damage, and any game that uses Down on the D-Pad for a menu? Tough luck. I expect the best from this brand and I was disappointed."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,5 Stars
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Good product and nice color
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Fake
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,This product was wrong one… and with many broken buttons .. really dirty… terrible.. I was afraid a roach might crawl out of it!!!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,It’s BLUE!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"I am obsessed with the color! I bought it as a gift and it is amazing. One thing I would note is (as with most controllers) the buttons are not as sturdy as the controller that came with the ps5. However, that is expected so I’m not complaining it’s just something to note. It is perfect otherwise."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Headset plug in
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"So this is the second controller I bought from Amazon, thought hey should be fine! First one my headset started to not have sound come through at times. Then completely stopped working, and I tried my headset on another controller it was fine! So exchanged the new controller that was less then a month old and returned it and they sent a new one. A month and a half later it started again same thing with this one! Nothing is happen to my other controller that I got with the PS5. Of course my return policy ended literally a week ago when I started noticing something was going on. So now I’ll have a controller that I can’t talk with on my headset and I’ll have to get another one NOT FRIM AMAZON!"
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Nice controller
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"Works great, as expected. Bought another"
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Fast and easy thanks.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Controller works great! Also was my first online purchase ever.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Most comfortable controller I have ever owned
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Running through steam I have not had any compatibility issues with games yet and it has been the most comfortable controller I have used so far.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Nice 👍🏻
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Nice 👍🏻
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Definitely not new….
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"Product sold and advertised as new but was delivered clearly used with skin/gunk stuck in the seams of the controller, finger marks, rubbed off grip, and gunk under/inside the triggers. Also the packaging inside the box was already torn open. Disappointing."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Clicking noise
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Works well with no visible damage but makes a very annoying clicking noise from the L2 button.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,good product
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,it has a fast connetion
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,ps5 stick drift
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Ima return this item due to the stick drift
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,It’s what is expected
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Love the color and the feel of the control in your hands. Great buy.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"Thought it was red, but it might be my screen"
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"A little surprising when it arrived and it seemed girlish, however, it does the job"
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Didn’t expect a used controller
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Doesn’t even work
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Value vs durability
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,HAPPY
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Love the color and how well this controller works. I use this for gaming on pc and it's a life saver. Top notch! Makes gaming so much easier for me. (No pics because I'm lazy!)
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Got a refurb
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"Ordered the purple one and got a purple one. However, they sent me a refurbished controller instead of the new one I ordered. Went ahead and tried it anyway and it seems fine. Battery is fantastic and everything works just fine, although the touch pad does rattle very slightly when the controller buzzes hard. Not terribly mad as I got it at a lower price than normal, but 2 stars for sending the wrong equipment."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"New, on sale, ps5 dual sense controller enough said."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"Perfect, no dings on the packing no scuffs on the product. Brand new sony offical product with nothing to complain about."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Doesn't work
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"Won't connect, won't hold charge,need replacement or refund"
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Quality Assurance?
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"Condition of Controller was quite good, however, the controller did not turn on nor charge. A simple level 1 test of the controller would have saved many hours of wasted time on both our parts. Disappointing."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,It’s terrible
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,The r2 button does not work at alllll!!!!!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,As red as my Alfa Romeo
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Beautiful color. Love it!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Love the color
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Love it but don’t needs to fix the drift on the sticks still. It’s 2023 it’s time to redesign the sticks to avoid drifts and sticks.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,I am purchasing one of these every 3 months!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,PS5 is a awesome game console . Problem is these cracker jack controllers don't last a hot minute!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Doomed Controller Drift and Poor Warranty engagement
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"See video for a detailed review, giving it 1 star due to controller drift coming relatively quickly and poor warranty engagement from Sony."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,full price for used controller...
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,The page didnt make it obvious i was buying a used item. Why would i pay full price for a used controller...
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Great color
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Great controller bought along side midnight plates for my ps5 and color matches!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Good product
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Control works great
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Great Product
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"I really love this controller, so awesome buy."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Broken after 4 months (again)
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"I purchased this controller in late August to replace the one that came with my ps5.  Both have developed stick drift that makes games unplayable.  It's pretty incredible that this isn't a bigger story.  Given the price tag for the ps5, and this peripheral, it's completely unacceptable."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Works perfectly!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,So glad we went with this color than the standard color. Works great for heavy gaming.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Great buy
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"It works perfectly, it also arrived on time."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Already has drift
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,WORKS great
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,My controller died and this one was 10 dollars cheaper than the rest. The pink is actually nice. And it worked great conntected quick and updated no issues.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Fast and ok
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Everything perfect. Reccomend
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Love it
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Great product
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,10/10
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,This was a great deal! Looks and works like new. I got it for my steam deck and works perfectly on my ps5. 10/10 would recommend!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,great for Apple Arcade!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Using to play games on Apple Arcade - works just fine! Easy pairing.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,It stands out!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,I go around showing off this controller. Color is DOPE!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Beautiful!!!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Got it in a few days beautifully packaged and works perfectly!!!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Christmas gift
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,My girlfriend loves pink so got this for her PC setup. She uses it slot.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Purple color is nice
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Works great. Purple color looks great.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Not in blister and without USB cable
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Yes it is arrived but not in blister and without USB cable
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,controller is exactly what quality one expects from brand name 10/10
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"My controller arrived in official packaging that was packaged well. Just like the console offers no charging wire with the remote, the individually purchased controllers do not come with a charging wire. You will need to have or purchase a USB to C cable."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,The best
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,I recomend it! five stars
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Controller Drift
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"There is a problem with the controller that is not being addressed by the company, although they know very well what the problem is.  The controller has what they call DRIFT.  That is, the figure will move without the player touching the controller.  This is the second controller that had this same problem.  Had I known how expensive it is to purchase or repair (after warrentee) I would not have bought the system."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,You get what you pay for
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,In this case I should have bought the most expensive one.  The buttons on this was sticky not working smoothly
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Son very happy
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Open box and no charging cable in the box
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"I purchased this items as new, and it was clear that the boxes were not sealed, and when I open them, there was no charging cable included, which normally it is."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Stick drift
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Love the quality and feel
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,This is my favorite controller of the ps5 lineup as far as colors. Made it my own personal controller with some mods to it from kontrol freaks.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Good timing
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Works well was delievered earlier then time said. Keep em coming
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"Item came fast, happy wife, happy life. :)"
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"All new, all good,  happy wife, happy life."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,I LOVE the color
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"I love the controller and, of course, it performs wonderful (given that it's a Sony product)."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,It work.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,I use it for an additional player and it work well.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Great fun for my son!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Great for playing online with friends. My son uses a laptop to game.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Where is the Charging Cable?
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,I love the cool color of this controller and it works like the one that came with the system. But come on Sony. This controller was $75. You think you could have included a Type C charging cable with it. How cheap can you be? Now I have to share the same cable that came with the system.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,I like the Black because the white is harder to keep white.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,49 days old still feels and looks new still
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Gift
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Grandson loved it
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,I bought it for $20 off
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"Works great, brand new, awesome color!!"
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,perfect gaming laptop controller
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"bought this on an amazon warehouse deal for $40 during black friday 2022. so far it's working perfect for all games. i mostly play rpgs like elden ring, final fantasy with a controller, shooters are for keyboards. shoutout to the dude on reddit who referred me to that sale! this controller feels much better than the ps4 controller as well."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Avoid this controller
